Bank;CardCompany;CloseDate;ExpirationDate;TotalARS;TotalUSD;CardNumber;CardOwner;CardTotalARS;CardTotalUSD;MovementType;OriginalDate;ReceiptNumber;Detail;CurrentInstallment;TotalInstallments;AmountARS;AmountUSD
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;674.600,00;0,00;CardMovement;2025-06-03;RCPT_000219;AQUA HOME;;;41.300,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;;;;;PastPayment;;;PREVIOUS TOTAL BALANCE;;;506.700,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;;;;;PastPayment;2025-06-08;;PREVIOUS TOTAL PAYMENT;;;-506.700,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;266.400,00;0,00;CardMovement;2025-06-01;RCPT_000220;GREEN CART;;;34.700,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;266.400,00;0,00;CardMovement;2025-06-12;RCPT_000221;BARRIO FOODS;;;61.500,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;266.400,00;0,00;CardMovement;2025-06-20;RCPT_000222;LATE TACO;;;11.500,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;266.400,00;0,00;CardMovement;2025-06-21;RCPT_000223;GARDEN BOWL;;;22.700,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;266.400,00;0,00;CardMovement;2025-06-13;RCPT_000224;GARDEN BOWL;;;27.900,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;266.400,00;0,00;CardMovement;2025-06-15;RCPT_000225;MORNING CUP;;;11.900,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;266.400,00;0,00;CardMovement;2025-06-03;RCPT_000226;CITY KIOSK;;;8.900,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;266.400,00;0,00;CardMovement;2025-06-14;RCPT_000227;NORTH STITCH;;;41.600,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;266.400,00;0,00;CardMovement;2025-06-02;RCPT_000228;RIVER CINEMA;;;9.100,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;266.400,00;0,00;CardMovement;2025-06-14;RCPT_000229;BRIGHT CELL MOBILE;;;17.700,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;266.400,00;0,00;CardMovement;2025-06-13;RCPT_000230;STREAMBOX PREMIUM;;;7.000,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;266.400,00;0,00;CardMovement;2025-06-04;RCPT_000231;CLOUD MUSIC;;;11.900,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;;;;;PastPayment;;;PREVIOUS TOTAL BALANCE;;;601.450,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;;;;;PastPayment;2025-06-08;;PREVIOUS TOTAL PAYMENT;;;-601.450,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;592.650,00;0,00;CardMovement;2025-06-15;RCPT_000232;BARRIO FOODS;;;60.000,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;592.650,00;0,00;CardMovement;2025-06-13;RCPT_000233;GREEN CART;;;24.300,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;592.650,00;0,00;CardMovement;2025-06-15;RCPT_000234;RIVER MARKET;;;20.100,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;592.650,00;0,00;CardMovement;2025-06-20;RCPT_000235;SUNSET NOODLES;;;20.800,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;592.650,00;0,00;CardMovement;2025-06-21;RCPT_000236;URBAN WRAPS;;;14.000,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;592.650,00;0,00;CardMovement;2025-06-06;RCPT_000237;LATE TACO;;;12.300,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;592.650,00;0,00;CardMovement;2025-06-14;RCPT_000238;BLUE MUG;;;4.000,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;592.650,00;0,00;CardMovement;2025-06-20;RCPT_000239;BLUE MUG;;;11.900,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;592.650,00;0,00;CardMovement;2025-06-21;RCPT_000240;OAK CAFE;;;11.000,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;592.650,00;0,00;CardMovement;2025-06-12;RCPT_000241;CORNER SNACKS;;;5.200,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;592.650,00;0,00;CardMovement;2025-06-15;RCPT_000242;CARE CLINIC;;;42.100,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;592.650,00;0,00;CardMovement;2025-06-03;RCPT_000243;PIXEL BAZAAR;;;89.600,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;592.650,00;0,00;CardMovement;2025-06-10;RCPT_000244;NORTH STITCH;;;55.500,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;592.650,00;0,00;CardMovement;2025-06-02;RCPT_000245;PLAYHALL;;;34.500,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;592.650,00;0,00;CardMovement;2025-06-18;RCPT_000246;HOME BASICS;;;31.400,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;592.650,00;0,00;CardMovement;2025-06-19;RCPT_000247;CITY GAS;;;67.300,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;592.650,00;0,00;CardMovement;2025-06-18;RCPT_000248;STUDIO CORE;;;40.400,00;0,00
Visa Prisma;VISA;2025-06-22;2025-07-02;859.050,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;592.650,00;0,00;CardMovement;2025-06-18;RCPT_000249;PIXEL BAZAAR HEADPHONES;3;6;48.250,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;;;;;PastPayment;;;PREVIOUS TOTAL BALANCE;;;488.200,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;;;;;PastPayment;2025-07-12;;PREVIOUS TOTAL PAYMENT;;;-488.200,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;604.000,00;230,00;CardMovement;2025-07-21;RCPT_000250;RIVER MARKET;;;59.900,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;604.000,00;230,00;CardMovement;2025-07-01;RCPT_000251;NORTH GROCER;;;20.400,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;604.000,00;230,00;CardMovement;2025-07-07;RCPT_000252;NORTH GROCER;;;88.800,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;604.000,00;230,00;CardMovement;2025-07-10;RCPT_000253;BARRIO FOODS;;;92.200,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;604.000,00;230,00;CardMovement;2025-07-03;RCPT_000254;GARDEN BOWL;;;16.600,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;604.000,00;230,00;CardMovement;2025-07-22;RCPT_000255;CLOUD PIZZA;;;12.800,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;604.000,00;230,00;CardMovement;2025-07-03;RCPT_000256;LATE TACO;;;7.200,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;604.000,00;230,00;CardMovement;2025-07-22;RCPT_000257;BLUE MUG;;;8.400,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;604.000,00;230,00;CardMovement;2025-07-16;RCPT_000258;CITY KIOSK;;;3.200,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;604.000,00;230,00;CardMovement;2025-07-23;RCPT_000259;CORNER SNACKS;;;3.000,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;604.000,00;230,00;CardMovement;2025-07-07;RCPT_000260;CARE CLINIC;;;28.100,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;604.000,00;230,00;CardMovement;2025-07-09;RCPT_000261;HOME CLICK;;;27.900,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;604.000,00;230,00;CardMovement;2025-07-02;RCPT_000262;PAPER CLOUD;;;83.600,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;604.000,00;230,00;CardMovement;2025-07-14;RCPT_000263;LITTLE BOOK NOOK;;;10.200,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;604.000,00;230,00;CardMovement;2025-07-16;RCPT_000264;URBAN THREADS;;;69.300,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;604.000,00;230,00;CardMovement;2025-07-05;RCPT_000265;WARM LIGHTS;;;33.300,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;604.000,00;230,00;CardMovement;2025-07-09;RCPT_000266;CITY POWER CO;;;39.100,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;604.000,00;230,00;CardMovement;2025-07-25;RCPT_000267;CITY RAIL;;;0,00;230,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;;;;;Tax;2025-07-25;RCPT_000268;SERVICE ADJUSTMENT;;;3.500,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;;;;;PastPayment;;;PREVIOUS TOTAL BALANCE;;;674.600,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;;;;;PastPayment;2025-07-12;;PREVIOUS TOTAL PAYMENT;;;-674.600,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;465.800,00;200,00;CardMovement;2025-07-15;RCPT_000269;NORTH GROCER;;;20.500,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;465.800,00;200,00;CardMovement;2025-07-05;RCPT_000270;RIVER MARKET;;;35.000,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;465.800,00;200,00;CardMovement;2025-07-17;RCPT_000271;GREEN CART;;;48.800,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;465.800,00;200,00;CardMovement;2025-07-14;RCPT_000272;GREEN CART;;;44.700,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;465.800,00;200,00;CardMovement;2025-07-12;RCPT_000273;NORTH GROCER;;;21.200,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;465.800,00;200,00;CardMovement;2025-07-12;RCPT_000274;GARDEN BOWL;;;11.000,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;465.800,00;200,00;CardMovement;2025-07-15;RCPT_000275;SUNSET NOODLES;;;24.600,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;465.800,00;200,00;CardMovement;2025-07-05;RCPT_000276;CLOUD PIZZA;;;11.600,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;465.800,00;200,00;CardMovement;2025-07-19;RCPT_000277;GARDEN BOWL;;;6.400,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;465.800,00;200,00;CardMovement;2025-07-07;RCPT_000278;OAK CAFE;;;6.600,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;465.800,00;200,00;CardMovement;2025-07-24;RCPT_000279;MINI STOP;;;6.700,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;465.800,00;200,00;CardMovement;2025-07-25;RCPT_000280;CARE CLINIC;;;9.700,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;465.800,00;200,00;CardMovement;2025-07-21;RCPT_000281;PIXEL BAZAAR;;;74.100,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;465.800,00;200,00;CardMovement;2025-07-25;RCPT_000282;CITY GAS;;;64.500,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;465.800,00;200,00;CardMovement;2025-07-20;RCPT_000283;CITY GAS;;;47.100,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;465.800,00;200,00;CardMovement;2025-07-06;RCPT_000284;CITY POWER CO;;;33.300,00;0,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;465.800,00;200,00;CardMovement;2025-07-25;RCPT_000285;SKYWAY AIR;;;0,00;200,00
Santander;AMEX;2025-07-26;2025-08-03;1.078.000,00;430,00;;;;;Tax;2025-07-11;RCPT_000286;SERVICE ADJUSTMENT;;;4.700,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;;;;;PastPayment;;;PREVIOUS TOTAL BALANCE;;;266.400,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;;;;;PastPayment;2025-07-08;;PREVIOUS TOTAL PAYMENT;;;-266.400,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;461.400,00;0,00;CardMovement;2025-07-11;RCPT_000287;NORTH GROCER;;;80.200,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;461.400,00;0,00;CardMovement;2025-07-15;RCPT_000288;GREEN CART;;;49.500,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;461.400,00;0,00;CardMovement;2025-07-16;RCPT_000289;URBAN WRAPS;;;27.900,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;461.400,00;0,00;CardMovement;2025-07-08;RCPT_000290;URBAN WRAPS;;;14.100,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;461.400,00;0,00;CardMovement;2025-07-18;RCPT_000291;CLOUD PIZZA;;;8.600,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;461.400,00;0,00;CardMovement;2025-07-20;RCPT_000292;BLUE MUG;;;8.300,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;461.400,00;0,00;CardMovement;2025-07-02;RCPT_000293;MORNING CUP;;;7.000,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;461.400,00;0,00;CardMovement;2025-07-16;RCPT_000294;CITY KIOSK;;;7.700,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;461.400,00;0,00;CardMovement;2025-07-12;RCPT_000295;BRIGHT CELL MOBILE;;;18.100,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;461.400,00;0,00;CardMovement;2025-07-18;RCPT_000296;CLOUD MUSIC;;;11.800,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;461.400,00;0,00;CardMovement;2025-07-14;RCPT_000297;STREAMBOX PREMIUM;;;11.600,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;461.400,00;0,00;CardMovement;2025-07-06;RCPT_000298;COASTLINE HOTELS;;;174.900,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;461.400,00;0,00;CardMovement;2025-07-16;RCPT_000299;CITY RAIL;;;41.700,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;;;;;PastPayment;;;PREVIOUS TOTAL BALANCE;;;592.650,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;;;;;PastPayment;2025-07-08;;PREVIOUS TOTAL PAYMENT;;;-592.650,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;859.150,00;0,00;CardMovement;2025-07-02;RCPT_000300;RIVER MARKET;;;62.400,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;859.150,00;0,00;CardMovement;2025-07-17;RCPT_000301;NORTH GROCER;;;55.100,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;859.150,00;0,00;CardMovement;2025-07-13;RCPT_000302;RIVER MARKET;;;91.100,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;859.150,00;0,00;CardMovement;2025-07-10;RCPT_000303;BARRIO FOODS;;;28.800,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;859.150,00;0,00;CardMovement;2025-07-04;RCPT_000304;NORTH GROCER;;;86.300,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;859.150,00;0,00;CardMovement;2025-07-06;RCPT_000305;CLOUD PIZZA;;;17.500,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;859.150,00;0,00;CardMovement;2025-07-13;RCPT_000306;URBAN WRAPS;;;14.300,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;859.150,00;0,00;CardMovement;2025-07-10;RCPT_000307;OAK CAFE;;;3.100,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;859.150,00;0,00;CardMovement;2025-07-16;RCPT_000308;CORNER SNACKS;;;4.000,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;859.150,00;0,00;CardMovement;2025-07-12;RCPT_000309;HARBOR PHARMACY;;;16.700,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;859.150,00;0,00;CardMovement;2025-07-16;RCPT_000310;ATELIER NINE;;;49.200,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;859.150,00;0,00;CardMovement;2025-07-08;RCPT_000311;RIVER CINEMA;;;25.700,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;859.150,00;0,00;CardMovement;2025-07-04;RCPT_000312;FUEL POINT NORTH;;;49.000,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;859.150,00;0,00;CardMovement;2025-07-07;RCPT_000313;MOTION FITNESS CLUB;;;42.200,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;859.150,00;0,00;CardMovement;2025-07-10;RCPT_000314;CITY RAIL;;;150.100,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;859.150,00;0,00;CardMovement;2025-07-03;RCPT_000315;CITY RAIL;;;115.400,00;0,00
Visa Prisma;VISA;2025-07-22;2025-08-01;1.320.550,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;859.150,00;0,00;CardMovement;2025-07-18;RCPT_000316;PIXEL BAZAAR HEADPHONES;4;6;48.250,00;0,00
Santander;AMEX;2025-08-26;2025-09-03;876.950,00;0,00;;;;;PastPayment;;;PREVIOUS TOTAL BALANCE;;;607.500,00;230,00
Santander;AMEX;2025-08-26;2025-09-03;876.950,00;0,00;;;;;PastPayment;2025-08-12;;PREVIOUS TOTAL PAYMENT;;;-607.500,00;-230,00
Santander;AMEX;2025-08-26;2025-09-03;876.950,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;235.900,00;0,00;CardMovement;2025-08-05;RCPT_000317;GREEN CART;;;45.700,00;0,00
Santander;AMEX;2025-08-26;2025-09-03;876.950,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;235.900,00;0,00;CardMovement;2025-08-18;RCPT_000318;RIVER MARKET;;;34.800,00;0,00
Santander;AMEX;2025-08-26;2025-09-03;876.950,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;235.900,00;0,00;CardMovement;2025-08-21;RCPT_000319;BARRIO FOODS;;;37.700,00;0,00
Santander;AMEX;2025-08-26;2025-09-03;876.950,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;235.900,00;0,00;CardMovement;2025-08-10;RCPT_000320;LATE TACO;;;14.400,00;0,00
Santander;AMEX;2025-08-26;2025-09-03;876.950,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;235.900,00;0,00;CardMovement;2025-08-12;RCPT_000321;SUNSET NOODLES;;;12.400,00;0,00
Santander;AMEX;2025-08-26;2025-09-03;876.950,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;235.900,00;0,00;CardMovement;2025-08-03;RCPT_000322;OAK CAFE;;;8.500,00;0,00
Santander;AMEX;2025-08-26;2025-09-03;876.950,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;235.900,00;0,00;CardMovement;2025-08-21;RCPT_000323;OAK CAFE;;;8.000,00;0,00
Santander;AMEX;2025-08-26;2025-09-03;876.950,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;235.900,00;0,00;CardMovement;2025-08-06;RCPT_000324;MINI STOP;;;4.400,00;0,00
